doc_id,art_id,entity_text,entity_label,pattern_group,full_context,words_before_count,words_after_count
BD22E724,BD22E724_162,ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"demás que le sean encomendadas por la persona titular de la Subsecretaría de Educación , congruentes con la normativa aplicable y que tengan alguna de las finalidades enunciadas en la **ley de la materia** y en el presente Reglamento . Fracción adicionada G . O . CDMX 30 / 04 / 25",30,18
BD22E724,BD22E724_162BIS,ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"; Las demás que le sean encomendadas por la persona titular de la Secretaría , congruentes con la normatividad aplicable y que tengan alguna de las finalidades enunciadas en la **ley de la materia** y en el presente Reglamento . Artículo adicionado con sus fracciones G . O . CDMX 30 / 04 / 25",30,21
BD22E724,BD22E724_163,ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"y Las demás que le sean encomendadas por la persona titular de la Secretaría , congruentes con la normatividad aplicable y que tengan alguna de las finalidades enunciadas en la **ley de la materia** y en el presente Reglamento .",30,6
BD22E724,BD22E724_164,ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"25 Las demás que le sean encomendadas por la persona titular de la Secretaría , congruentes con la normatividad aplicable y que tengan alguna de las finalidades enunciadas en la **ley de la materia** y en el presente Reglamento .",30,6
BD22E724,BD22E724_167,Ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"de las Alcaldías ; así como a la población en general en materia de Gestión Integral de Riesgos y Protección Civil ; Brindar , en los términos establecidos en la **Ley de la materia** , capacitación a los integrantes del Sistema que lo soliciten y vigilar el cumplimiento de las disposiciones correspondientes ; Registrar , publicar y actualizar mensualmente en su portal institucional el",30,30
BD22E724,BD22E724_170SEXIES,Ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"restricción del servicio de agua a los usuarios domésticos , no domésticos y mixtos , y de la descarga a la red de drenaje en los términos previstos en la **Ley de la materia** y el Código Fiscal de la Ciudad de México ; Planear , establecer y ordenar de forma coordinada con la Tesorería de la Ciudad de México , los programas de",30,30
BD22E724,BD22E724_170SEXIES,Ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"y dirigir los actos de verificación , inspección y vigilancia , así como lo relativo a la suspensión de las tomas no autorizadas , conforme a lo establecido en la **Ley de la materia** y demás disposiciones legales y reglamentarias aplicables ; Ordenar y controlar la emisión de autorizaciones para la comercialización de agua potable por particulares derivada de tomas de uso comercial o",30,30
BD22E724,BD22E724_170NONIES,Ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"de los intereses de la Secretaría ; Conocer , substanciar y resolver el procedimiento administrativo relativo a la aplicación de sanciones y medidas de seguridad a que se refiere la **Ley de la materia** , previa integración y envío del expediente con motivo de la verificación , inspección y vigilancia ; Conocer , substanciar y resolver los recursos administrativos de inconformidad , revocación ,",30,30
BD22E724,BD22E724_171,Ley de la Materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"en la Gaceta Oficial de la Ciudad de México el Padrón Único de Beneficiarios de los programas de bienestar e igualdad social , de conformidad con lo establecido con la **Ley de la Materia** ; Establecer los lineamientos y criterios técnicos a que deberán sujetarse las Unidades Administrativas de la Secretaría , entidades especializadas y las Alcaldías , que vayan acorde a lo establecido",30,30
BD22E724,BD22E724_172UNDECIES,Ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"calle o víctima de adicciones ; Participar en el desarrollo , instrumentación y supervisión del Sistema General de Bienestar Social de la Ciudad de México , conforme lo establece la **Ley de la materia** ; Promover y prestar servicios de asistencia y atención social a la población prioritaria en la Ciudad de México ; Proponer los lineamientos , normas y modelos de atención básicos",30,30
BD22E724,BD22E724_229,Ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"incluyendo sistemas computarizados ; Dirigir , organizar , y llevar a cabo el control y supervisión de la Defensoría Pública de la Ciudad de México , de conformidad con la **Ley de la materia** , así como prestar los servicios de defensa , orientación y asistencia jurídica gratuitos ; Ordenar la realización de visitas a las Unidades Administrativas de Apoyo Técnico - Operativo encargadas",30,30
BD22E724,BD22E724_271BIS,Ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,las autorizaciones de las tomas de agua y conexiones de albañales ; Emitir las órdenes de inspección y verificación a las instalaciones hidráulicas conforme a las atribuciones contenidas en la **Ley de la materia** y el Código Fiscal de la Ciudad de México ; Emitir los requerimientos de documentación necesaria para acreditar la legalidad de las instalaciones hidráulicas de los usuarios del servicio en,30,30
BD22E724,BD22E724_271BIS,Ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,Fiscal de la Ciudad de México ; Emitir los requerimientos de documentación necesaria para acreditar la legalidad de las instalaciones hidráulicas de los usuarios del servicio en términos de la **Ley de la materia** y el Código Fiscal de la Ciudad de México ; Emitir y ejecutar las órdenes de supresión de tomas de agua potable y de descargas a la red de drenaje,30,30
BD22E724,BD22E724_271BIS,Ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"de tomas de agua potable y de descargas a la red de drenaje irregular , detectadas en el ejercicio de sus atribuciones , de conformidad con lo establecido en la **Ley de la materia** y el Código Fiscal de la Ciudad de México ; Suscribir los documentos relativos al ejercicio de sus atribuciones y aquellos que le sean señalados por delegación o le correspondan",30,30
BD22E724,BD22E724_299,Ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"relacionados con la filmación en locaciones y en bienes de uso común de la Ciudad de México ; Recibir los Avisos y otorgar los Permisos de Filmación previstos en la **Ley de la materia** ; Gestionar ante las Alcaldías , Dependencias y Entidades de la Ciudad de México las autorizaciones requeridas para filmar en bienes de dominio público que se encuentren bajo su administración",30,30
702EE237,702EE237_21,ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"una Diputación al Congreso de la Ciudad de México , durante el año previo al día de la designación ; Presentar su declaración de evolución patrimonial , conforme a la **ley de la materia** ; y Se deroga . Los nombramientos de las y los Magistrados serán hechos preferentemente de entre aquellas personas que cuentan con el Servicio Civil de Carrera Judicial y que",30,30
702EE237,702EE237_22,ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"la Ciudad de México o en su área Metropolitana durante los dos años anteriores al día de la designación y presentar su declaración de evolución patrimonial , conforme a la **ley de la materia** ; Gozar de buena reputación , para lo cual se tomará en cuenta no ser deudor alimentario moroso y contar con una trayectoria laboral respetable a través de un estudio",30,30
702EE237,702EE237_33,ley en la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"una Sala Constitucional de carácter permanente , misma que será la máxima autoridad local en materia de interpretación de la Constitución , la cual se regirá de conformidad con la **ley en la materia** . El número de Salas del Tribunal Superior de Justicia , será determinado por el Consejo de la Judicatura , conforme a las necesidades y el presupuesto .",30,28
702EE237,702EE237_43,Ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"La Sala Constitucional es de carácter permanente , y es la máxima autoridad local en materia de interpretación de la Constitución , cuyas facultades y atribuciones se establecen en la **Ley de la materia** . Estará encargada de garantizar la defensa , integridad y supremacía de la Constitución y la integridad del sistema jurídico local sin perjuicio de lo previsto en la Constitución Política",30,30
702EE237,702EE237_65,Ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"materia de Extinción de Dominio , conocerán : Párrafo reformado G . O . CDMX 29 / 11 / 24 De los procedimientos de Extinción de Dominio establecidos en la **Ley de la materia** ; De las medidas cautelares en materia de Extinción de Dominio ; De la diligenciación de los exhortos , rogatorias , suplicatorias , requisitorias y despachos , en la materia",30,30
702EE237,702EE237_85,Ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"diligencias podrán llevar a cabo el procedimiento de mediación y , en su caso , redactar los acuerdos respectivos que hayan convenido las partes , en los términos de la **Ley de la materia** ; y En caso de existir imposibilidad para practicar las diligencias ordenadas , deberá asentar razón de ello y devolver las actuaciones dentro de las veinticuatro horas siguientes . La",30,30
702EE237,702EE237_117,ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"Las personas nombradas Síndicas provisionales , como auxiliares de la administración de justicia , serán designadas por las personas Juzgadoras en los términos establecidos por la **ley de la materia** , entre las personas comprendidas en la lista que para tal efecto les sea enviada por el Consejo de la Judicatura . Las personas Síndicas definitivas nombradas con arreglo a",26,30
702EE237,702EE237_127,ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"la Correduría , contaduría o cualquier otra persona profesionista afín a la función y que cuente con título legalmente expedido , a quienes se pagarán los honorarios que determine la **ley de la materia** . Párrafo reformado G . O . CDMX 29 / 11 / 24",30,13
702EE237,702EE237_185,ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"en su área Metropolitana durante los dos años anteriores al día de la designación y presentar su declaración de evolución patrimonial , así como la de intereses conforme a la **ley de la materia** ; y VI . Acreditar la experiencia y capacidad indispensables para el desempeño del cargo . Fracciones adicionadas G . O . CDMX 29 / 11 / 24",30,28
702EE237,702EE237_187,ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"México o en su área Metropolitana durante los dos años anteriores al día de la designación y presentar su declaración de evolución patrimonial y de intereses , conforme a la **ley de la materia** . La Oficialía permanecerá abierta durante las horas hábiles que establezca el Código Nacional de Procedimientos Civiles y Familiares . Articulo reformada G . O . CDMX 29 / 11",30,30
702EE237,702EE237_192,ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"México o en su área Metropolitana durante los dos años anteriores al día de la designación y presentar su declaración de evolución patrimonial y de intereses , conforme a la **ley de la materia** ; VI . Gozar de buena reputación , para lo cual se tomará en cuenta no ser persona deudora alimentaria morosa y contar con una trayectoria laboral respetable a través",30,30
702EE237,702EE237_194,ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"México o en su área Metropolitana durante los dos años anteriores al día de la designación y presentar su declaración de evolución patrimonial y de intereses , conforme a la **ley de la materia** ; y VI . Participar y obtener resultado favorable en los exámenes que se establezcan para acceder al cargo , en los mismos términos de la normativa que los regulen",30,30
702EE237,702EE237_195,ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"México o en su área Metropolitana durante los dos años anteriores al día de la designación y presentar su declaración de evolución patrimonial y de intereses , conforme a la **ley de la materia** ; y , VI . Participar y obtener resultado favorable en los exámenes que se establezcan para acceder al cargo , en los mismos términos de la normativa que los",30,30
702EE237,702EE237_198,ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"y cuenta con independencia técnica , operativa y de gestión , el cual se instituye para el ejercicio de los mecanismos alternativos de solución de controversias , enunciados en la **ley de la materia** . Estos medios alternativos de solución de controversias , son parte fundamental y privilegiada del sistema integral de justicia de la Ciudad de México , los cuales , en términos",30,30
702EE237,702EE237_345,ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,o sentencias por escrito contrarias o en exceso de lo que emitió en sala de audiencias ; Dictar resolución o sentencias por escrito fuera de los términos establecidos por la **ley de la materia** ; No llevar un orden en las audiencias que presida ; No realizar de manera justificada las diligencias urgentes antes de que se dicte auto de apertura a juicio oral,30,30
702EE237,702EE237_346,ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,o sentencias por escrito contrarias o en exceso de lo que emitió en sala de audiencias ; Dictar resolución o sentencias por escrito fuera de los términos establecidos por la **ley de la materia** ; No llevar un orden en las audiencias que presida ; No realizar de manera justificada las diligencias urgentes antes de que se dicte auto de apertura a juicio oral,30,30
702EE237,702EE237_411,Ley de la Materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"información en el ámbito de su competencia para la debida integración y operación de la Plataforma Digital del Sistema Anticorrupción de la Ciudad de México , en términos de la **Ley de la Materia** ; Celebrar convenios de coordinación , con la Auditoría Superior de la Ciudad de México , y con la Secretaría de la Función Pública , para el establecimiento de los",30,30
E9E40322,E9E40322_26,ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,", determinar la responsabilidad administrativa del personal adscrito al Servicio Público del Centro de Conciliación ; En su caso , imponer las sanciones aplicables en los términos previstos en la **ley de la materia** ; Conocer de los asuntos descritos en la Ley Federal del Trabajo , respecto a las sanciones de personas servidoras públicas en el desempeño de su función conciliatoria ; En",30,30
E0A07F07,E0A07F07_5,ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"el Presupuesto de Egresos de la Ciudad de México , así como con los ingresos que reciba por cualquier concepto derivados de la aplicación de las disposiciones que establece la **ley de la materia** . En el cuidado de su patrimonio y en el ejercicio del gasto público , la Comisión observará en todo momento la buena administración de los recursos públicos , con",30,30
E0A07F07,E0A07F07_28,ley en la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,administrativo de personas servidoras públicas o de autoridades de carácter local de la Ciudad de México ; II . Cuando los particulares o algún agente social cometa hechos que la **ley en la materia** señale como delitos con tolerancia o anuencia de alguna persona servidora pública o autoridad local de la Ciudad de México ; y III . Cuando los particulares o algún agente,30,30
E0A07F07,E0A07F07_28,ley en la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"o anuencia de alguna persona servidora pública o autoridad local de la Ciudad de México ; y III . Cuando los particulares o algún agente social cometa hechos que la **ley en la materia** señale como delitos y las personas servidoras públicas o autoridades locales se nieguen infundadamente a ejercer las atribuciones que legalmente les correspondan con relación a los hechos , particularmente de",30,30
E0A07F07,E0A07F07_52,Ley en la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"sexual de la Comisión , así como fungir como Secretaría Técnica de éste ; XV . Proponer los asuntos en materia de archivo ante la instancia competente conforme a la **Ley en la materia** ; XVI . Salvaguardar , en el ámbito de sus atribuciones , la confidencialidad de datos personales , así como aquella información que se encuentre clasificada como reservada por esta",30,30
67567B88,67567B88_146,Ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,", goce , aprovechamiento , y en su caso , explotación de los inmuebles patrimonio del Gobierno de la Ciudad de México , se ajustarán a lo establecido en la **Ley de la materia** . La Secretaría podrá proponer a la persona titular de la Jefatura de Gobierno , la modificación de una declaratoria de área natural protegida , cuando hayan variado las condiciones",30,30
2F07FC1B,2F07FC1B_35,Ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"Público de la Propiedad informará al Registro Civil si fue procedente la anotación . El Registro Civil celebrará convenios con las sociedades de información crediticia a que se refiere la **Ley de la materia** , a fin de proporcionar la información del Registro de Deudores Alimentarios Morosos . ( REFORMADO , D . O . F . 3 DE ENERO DE 1979 )",30,29
2F07FC1B,2F07FC1B_1927,Ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"empleados y servidores públicos con motivo del ejercicio de las atribuciones que les estén encomendadas . Esta responsabilidad será objetiva y directa por la actividad administrativa irregular conforme a la **Ley de la materia** y en los demás casos en términos del presente Código . ( REFORMADO , D . O . F . 10 DE ENERO DE 1994 )",30,26
2F07FC1B,2F07FC1B_2448J,ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,", D . O . F . 21 DE JULIO DE 1993 ) Tratándose de bienes sujetos al régimen de propiedad en condominio , se aplicarán las disposiciones de la **ley de la materia** ; y ( REFORMADA , G . O . 16 DE ENERO DE 2003 ) La compra - venta realizada en contravención de lo dispuesto en este artículo otorgara al",30,30
2F07FC1B,2F07FC1B_3035,Ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"Las anotaciones preventivas , cualquiera que sea su origen caducarán a los tres años de su fecha de presentación , salvo aquellas a las que el presente Código o la **Ley de la materia** les fijen un plazo de caducidad más breve , siempre que no se trate de anotaciones preventivas de carácter definitivo o les indique un tratamiento diverso . No obstante ,",30,30
D0D23E5F,D0D23E5F_10,Ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"Publicidad y Transparencia . La Fiscalía General garantizará el acceso a la información pública generada en el marco de sus atribuciones , conforme a lo establecido en la **Ley de la materia** , y demás normatividad aplicable , estableciendo la Unidad de Estadística y Trasparencia . Respecto a las investigaciones relacionadas con las violaciones a los Derechos Humanos , se estará a",28,30
D0D23E5F,D0D23E5F_60,ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"sean nombrados por la persona Titular de la Fiscalía General quienes realizarán investigaciones de hechos probablemente delictivos ; Dirigir y ejercer la acción penal en los casos que determine la **ley de la materia** ; Analizar de forma estratégica los datos agregados del fenómeno criminal , la realización de estudios criminalísticos , criminógenos , criminológicos y geodelictivos , así como la información de contexto",30,30
D0D23E5F,D0D23E5F_62,Ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"como Organismos Internacionales de la materia ; Promover , gestionar y vigilar el trámite y procedimiento de extradición y asistencia jurídica internacional , de conformidad a lo establecido por la **Ley de la materia** y Tratados Internacionales de los que el Estado Mexicano sea parte , así como en los convenios de colaboración celebrados entre los Estados ; Gestionar las solicitudes de colaboración entre",30,30
D0D23E5F,D0D23E5F_63,ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"vigilará , supervisará y orientará las actuaciones de dichas fiscalías . Tendrá las siguientes facultades : Dirigir la investigación y ejercer la acción penal en los casos que determine la **ley de la materia** ; Coordinar los esquemas de colaboración con otras autoridades en la materia de sus competencias ; Garantizar la independencia y condiciones de trabajo de las unidades de investigación y litigio",30,30
D0D23E5F,D0D23E5F_63BIS,ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,reformado G . O . CDMX 25 / 05 / 23 Tendrá las siguientes facultades : Dirigir la investigación y ejercer la acción penal en los casos que determine la **ley de la materia** ; Coordinar los esquemas de colaboración con otras autoridades en la materia de sus competencias ; Garantizar la independencia y condiciones de trabajo de las unidades de investigación y litigio,30,30
D0D23E5F,D0D23E5F_TRANS,ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"familiares dejaran de estar adscritos a dichos juzgados , debiendo ser sustituidos por el personal que salvaguarda los derechos de las niñas , niños y adolescentes de conformidad con la **ley de la materia** . No obstante , en tanto no se establezca la sustitución de la función de representación social que llevan a cabo los agentes del ministerio público , en los juzgados",30,30
7566EC96,7566EC96_114,Ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"Sistema , bajo los principios de la buena administración previstos en la Constitución Política de la Ciudad de México . El incumplimiento a esta acción será sancionado conforme a la **Ley de la materia** correspondiente .",30,2
A3D6BE07,A3D6BE07_3,Ley en la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"espacio físico propiedad del Gobierno de la Ciudad de México o de un particular . Dichos establecimientos podrán ser considerados Establecimientos Mercantiles de Bajo Impacto , de conformidad con la **Ley en la materia** . Fracción reformada G . O . CDMX 15 / 06 / 23 Grupos de Atención Prioritaria : Identidades de personas que , debido a la desigualdad estructural , enfrentan",30,30
3F714625,3F714625_11,Ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"dentro de su partido político . Las Diputadas tendrán derecho a solicitar licencia en el ejercicio del cargo por estado de gravidez , por el mismo periodo previsto en la **Ley de la materia** , para la incapacidad pre y post natal , sin perjuicio de su condición laboral .",30,16
71CE1013,71CE1013_144,Ley en la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,Gobierno de la Ciudad . Los responsables de la publicación de la información en la plataforma digital tutelarán la protección de datos personales en términos de lo que establece la **Ley en la materia** .,30,1
7C5E7A9B,7C5E7A9B_5,ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"interiores y áreas deportivas , de recreo o esparcimiento , que formen parte de los inmuebles sujetos al régimen de propiedad en condominio , conforme a lo dispuesto por la **ley de la materia** .",30,1
F5B39E56,F5B39E56_44,Ley de la materia,LEY_DE_MATERIA,SPECIFIC_LAW_MENTIONS,"Son atribuciones de la Dirección General de Seguridad Privada y Colaboración Interinstitucional : Las que en la **Ley de la materia** se señalen como competencia de la Secretaría ; Implementar programas de vigilancia , supervisión y regularización a las personas físicas y morales que realizan servicios o actividades de seguridad privada",17,30
